,sensorId,latitude,longitude,elevation,fromDateTime,tillDateTime,PM1,PM25,PM10,pressure,humidity,temperature,wind_speed,wind_bearing
0,7385,49.969677,19.980179,281.69,2024-06-30 22:00:00+00:00,2024-06-30 23:00:00+00:00,2.1,3.61,4.67,1008.28,,,8.7,265.89
1,7385,49.969677,19.980179,281.69,2024-06-30 23:00:00+00:00,2024-07-01 00:00:00+00:00,2.15,3.66,4.82,1007.05,,,9.06,271.62
2,7385,49.969677,19.980179,281.69,2024-07-01 00:00:00+00:00,2024-07-01 01:00:00+00:00,2.28,3.79,4.9,1007.43,,,10.78,273.0
3,7385,49.969677,19.980179,281.69,2024-07-01 01:00:00+00:00,2024-07-01 02:00:00+00:00,2.01,3.37,4.24,1007.4,,,9.38,266.69
4,7385,49.969677,19.980179,281.69,2024-07-01 02:00:00+00:00,2024-07-01 03:00:00+00:00,2.38,3.85,4.85,1007.43,,,9.64,264.7
5,7385,49.969677,19.980179,281.69,2024-07-01 03:00:00+00:00,2024-07-01 04:00:00+00:00,2.76,4.47,5.7,1007.76,,,10.64,269.11
6,7385,49.969677,19.980179,281.69,2024-07-01 04:00:00+00:00,2024-07-01 05:00:00+00:00,3.98,6.3,7.94,1007.92,,,11.79,270.46
7,7385,49.969677,19.980179,281.69,2024-07-01 05:00:00+00:00,2024-07-01 06:00:00+00:00,6.71,11.4,14.39,1008.25,,,13.15,272.88
8,7385,49.969677,19.980179,281.69,2024-07-01 06:00:00+00:00,2024-07-01 07:00:00+00:00,8.64,14.86,18.51,1008.87,,,13.95,278.96
9,7385,49.969677,19.980179,281.69,2024-07-01 07:00:00+00:00,2024-07-01 08:00:00+00:00,9.63,16.67,21.03,1008.9,,,13.03,280.68
10,7385,49.969677,19.980179,281.69,2024-07-01 08:00:00+00:00,2024-07-01 09:00:00+00:00,10.55,18.7,24.49,1008.95,,,12.73,281.77
11,7385,49.969677,19.980179,281.69,2024-07-01 09:00:00+00:00,2024-07-01 10:00:00+00:00,11.31,19.34,25.64,1009.03,,,13.91,286.4
12,7385,49.969677,19.980179,281.69,2024-07-01 10:00:00+00:00,2024-07-01 11:00:00+00:00,7.95,12.97,16.13,1009.0,,,14.64,290.0
13,7385,49.969677,19.980179,281.69,2024-07-01 11:00:00+00:00,2024-07-01 12:00:00+00:00,5.36,8.44,10.27,1008.91,,,14.42,295.31
14,7385,49.969677,19.980179,281.69,2024-07-01 12:00:00+00:00,2024-07-01 13:00:00+00:00,6.62,10.34,12.61,1008.71,,,13.66,296.48
15,7385,49.969677,19.980179,281.69,2024-07-01 13:00:00+00:00,2024-07-01 14:00:00+00:00,8.33,12.74,15.54,1008.51,,,14.04,294.48
16,7385,49.969677,19.980179,281.69,2024-07-01 14:00:00+00:00,2024-07-01 15:00:00+00:00,8.03,11.93,14.44,1008.35,,,13.48,297.0
17,7385,49.969677,19.980179,281.69,2024-07-01 15:00:00+00:00,2024-07-01 16:00:00+00:00,8.27,12.05,14.46,1007.87,,,13.45,297.0
18,7385,49.969677,19.980179,281.69,2024-07-01 16:00:00+00:00,2024-07-01 17:00:00+00:00,9.06,13.62,16.52,1007.7,,,12.06,303.0
19,7385,49.969677,19.980179,281.69,2024-07-01 17:00:00+00:00,2024-07-01 18:00:00+00:00,8.86,13.11,16.02,1007.7,,,10.55,302.0
20,7385,49.969677,19.980179,281.69,2024-07-01 18:00:00+00:00,2024-07-01 19:00:00+00:00,9.44,13.85,16.65,1007.71,,,7.49,297.21
21,7385,49.969677,19.980179,281.69,2024-07-01 19:00:00+00:00,2024-07-01 20:00:00+00:00,10.3,15.8,19.19,1007.71,,,6.28,278.54
22,7385,49.969677,19.980179,281.69,2024-07-01 20:00:00+00:00,2024-07-01 21:00:00+00:00,10.72,16.22,19.96,1007.34,,,6.4,266.73
23,7385,49.969677,19.980179,281.69,2024-07-01 21:00:00+00:00,2024-07-01 22:00:00+00:00,9.99,14.84,18.05,1007.22,,,6.09,264.65
24,32871,50.134081,19.8415,294.6,2024-06-30 22:00:00+00:00,2024-06-30 23:00:00+00:00,1.87,2.99,3.87,1008.39,83.43,19.39,11.4,279.0
25,32871,50.134081,19.8415,294.6,2024-06-30 23:00:00+00:00,2024-07-01 00:00:00+00:00,2.45,3.82,4.95,1007.75,88.07,18.68,11.17,275.71
26,32871,50.134081,19.8415,294.6,2024-07-01 00:00:00+00:00,2024-07-01 01:00:00+00:00,2.83,4.29,5.47,1007.94,90.63,17.93,12.12,265.57
27,32871,50.134081,19.8415,294.6,2024-07-01 01:00:00+00:00,2024-07-01 02:00:00+00:00,3.48,5.23,6.55,1007.84,91.75,17.61,11.23,261.45
28,32871,50.134081,19.8415,294.6,2024-07-01 02:00:00+00:00,2024-07-01 03:00:00+00:00,3.98,5.98,7.32,1008.03,91.96,17.43,10.54,264.54
29,32871,50.134081,19.8415,294.6,2024-07-01 03:00:00+00:00,2024-07-01 04:00:00+00:00,4.93,7.4,9.15,1008.14,93.13,17.22,12.32,270.31
30,32871,50.134081,19.8415,294.6,2024-07-01 04:00:00+00:00,2024-07-01 05:00:00+00:00,7.04,11.01,13.63,1008.33,92.5,17.77,12.83,269.63
31,32871,50.134081,19.8415,294.6,2024-07-01 05:00:00+00:00,2024-07-01 06:00:00+00:00,9.94,16.35,20.44,1008.7,92.1,18.33,13.54,282.16
32,32871,50.134081,19.8415,294.6,2024-07-01 06:00:00+00:00,2024-07-01 07:00:00+00:00,10.22,16.83,20.75,1009.08,72.27,19.53,12.86,283.16
33,32871,50.134081,19.8415,294.6,2024-07-01 07:00:00+00:00,2024-07-01 08:00:00+00:00,11.31,18.41,23.43,1009.23,63.71,20.25,12.41,284.33
34,32871,50.134081,19.8415,294.6,2024-07-01 08:00:00+00:00,2024-07-01 09:00:00+00:00,12.28,20.28,27.11,1009.36,62.21,19.93,12.45,286.55
35,32871,50.134081,19.8415,294.6,2024-07-01 09:00:00+00:00,2024-07-01 10:00:00+00:00,11.15,17.7,22.56,1009.51,60.8,20.03,13.74,290.06
36,32871,50.134081,19.8415,294.6,2024-07-01 10:00:00+00:00,2024-07-01 11:00:00+00:00,6.12,9.06,10.92,1009.51,59.43,20.51,14.57,295.5
37,32871,50.134081,19.8415,294.6,2024-07-01 11:00:00+00:00,2024-07-01 12:00:00+00:00,4.43,5.99,7.08,1009.26,58.07,21.0,14.5,300.75
38,32871,50.134081,19.8415,294.6,2024-07-01 12:00:00+00:00,2024-07-01 13:00:00+00:00,5.31,7.46,8.83,1009.28,57.87,21.31,14.51,298.17
39,32871,50.134081,19.8415,294.6,2024-07-01 13:00:00+00:00,2024-07-01 14:00:00+00:00,8.57,12.42,14.94,1008.98,55.62,21.6,14.83,299.92
40,32871,50.134081,19.8415,294.6,2024-07-01 14:00:00+00:00,2024-07-01 15:00:00+00:00,7.5,10.35,12.42,1008.83,53.59,21.49,13.77,299.16
41,32871,50.134081,19.8415,294.6,2024-07-01 15:00:00+00:00,2024-07-01 16:00:00+00:00,8.04,10.94,12.93,1008.2,54.11,21.25,13.44,301.59
42,32871,50.134081,19.8415,294.6,2024-07-01 16:00:00+00:00,2024-07-01 17:00:00+00:00,8.31,10.82,12.83,1008.06,52.16,20.79,11.7,308.78
43,32871,50.134081,19.8415,294.6,2024-07-01 17:00:00+00:00,2024-07-01 18:00:00+00:00,9.11,12.04,14.23,1008.07,54.04,20.14,9.79,305.03
44,32871,50.134081,19.8415,294.6,2024-07-01 18:00:00+00:00,2024-07-01 19:00:00+00:00,9.05,11.82,14.02,1008.17,60.53,18.94,5.89,285.91
