,sensorId,latitude,longitude,elevation,fromDateTime,tillDateTime,PM1,PM25,PM10,pressure,humidity,temperature,wind_speed,wind_bearing
0,86800,49.99848,19.902375,243.07,2025-03-31 22:00:00+00:00,2025-03-31 23:00:00+00:00,18.71,28.99,42.52,1017.88,58.58,6.61,6.99,347.35
1,86800,49.99848,19.902375,243.07,2025-03-31 23:00:00+00:00,2025-04-01 00:00:00+00:00,16.07,25.0,35.77,1018.09,60.43,6.3,6.83,346.59
2,86800,49.99848,19.902375,243.07,2025-04-01 00:00:00+00:00,2025-04-01 01:00:00+00:00,8.26,12.92,16.57,1018.17,60.49,5.88,7.26,346.0
3,86800,49.99848,19.902375,243.07,2025-04-01 01:00:00+00:00,2025-04-01 02:00:00+00:00,7.11,11.15,14.36,1018.53,60.75,5.36,7.22,341.79
4,86800,49.99848,19.902375,243.07,2025-04-01 02:00:00+00:00,2025-04-01 03:00:00+00:00,5.7,9.18,11.67,1018.81,67.82,5.06,7.57,337.02
5,86800,49.99848,19.902375,243.07,2025-04-01 03:00:00+00:00,2025-04-01 04:00:00+00:00,5.88,9.47,12.16,1019.23,72.85,4.92,8.56,340.02
6,86800,49.99848,19.902375,243.07,2025-04-01 04:00:00+00:00,2025-04-01 05:00:00+00:00,7.6,12.42,15.95,1019.75,75.14,4.97,8.51,347.76
7,86800,49.99848,19.902375,243.07,2025-04-01 05:00:00+00:00,2025-04-01 06:00:00+00:00,8.66,13.5,17.26,1020.26,80.93,5.09,7.93,355.35
8,86800,49.99848,19.902375,243.07,2025-04-01 06:00:00+00:00,2025-04-01 07:00:00+00:00,10.27,16.26,20.65,1020.77,85.72,5.23,8.43,1.67
9,86800,49.99848,19.902375,243.07,2025-04-01 07:00:00+00:00,2025-04-01 08:00:00+00:00,13.79,22.21,30.94,1021.19,85.95,5.8,10.48,10.71
10,86800,49.99848,19.902375,243.07,2025-04-01 08:00:00+00:00,2025-04-01 09:00:00+00:00,14.6,24.15,34.48,1021.68,88.0,6.07,10.69,10.0
11,86800,49.99848,19.902375,243.07,2025-04-01 09:00:00+00:00,2025-04-01 10:00:00+00:00,13.9,22.6,31.6,1021.83,85.46,7.08,11.13,22.81
12,86800,49.99848,19.902375,243.07,2025-04-01 10:00:00+00:00,2025-04-01 11:00:00+00:00,14.21,22.96,31.96,1022.03,83.91,7.57,11.05,23.56
13,86800,49.99848,19.902375,243.07,2025-04-01 11:00:00+00:00,2025-04-01 12:00:00+00:00,15.25,24.28,34.47,1022.02,81.0,8.47,12.44,21.59
14,86800,49.99848,19.902375,243.07,2025-04-01 12:00:00+00:00,2025-04-01 13:00:00+00:00,14.99,23.58,33.16,1022.08,78.75,9.44,12.71,17.72
15,86800,49.99848,19.902375,243.07,2025-04-01 13:00:00+00:00,2025-04-01 14:00:00+00:00,16.31,25.8,36.78,1021.76,76.06,10.1,12.86,13.83
16,86800,49.99848,19.902375,243.07,2025-04-01 14:00:00+00:00,2025-04-01 15:00:00+00:00,17.68,28.39,41.33,1021.3,73.31,10.54,12.89,9.03
17,86800,49.99848,19.902375,243.07,2025-04-01 15:00:00+00:00,2025-04-01 16:00:00+00:00,18.83,29.92,43.81,1020.99,73.75,10.49,12.22,6.0
18,86800,49.99848,19.902375,243.07,2025-04-01 16:00:00+00:00,2025-04-01 17:00:00+00:00,20.17,32.7,47.66,1021.34,71.33,10.4,11.85,5.26
19,86800,49.99848,19.902375,243.07,2025-04-01 17:00:00+00:00,2025-04-01 18:00:00+00:00,21.47,37.73,52.6,1021.56,72.24,9.6,9.59,4.51
20,86800,49.99848,19.902375,243.07,2025-04-01 18:00:00+00:00,2025-04-01 19:00:00+00:00,22.93,41.03,55.26,1021.74,76.38,8.41,7.7,1.75
