,sensorId,latitude,longitude,elevation,fromDateTime,tillDateTime,PM1,PM25,PM10,pressure,humidity,temperature,wind_speed,wind_bearing
0,80731,50.09422,19.905241,224.07,2024-12-31 22:00:00+00:00,2024-12-31 23:00:00+00:00,35.53,50.69,65.28,1023.57,60.3,-1.8,10.27,245.49
1,80731,50.09422,19.905241,224.07,2024-12-31 23:00:00+00:00,2025-01-01 00:00:00+00:00,42.59,60.87,76.35,1023.05,59.04,-1.78,11.69,246.62
2,80731,50.09422,19.905241,224.07,2025-01-01 00:00:00+00:00,2025-01-01 01:00:00+00:00,33.53,48.78,64.51,1022.65,58.02,-1.92,14.41,248.32
3,80731,50.09422,19.905241,224.07,2025-01-01 01:00:00+00:00,2025-01-01 02:00:00+00:00,28.36,42.03,56.85,1022.4,58.02,-2.18,13.84,246.42
4,80731,50.09422,19.905241,224.07,2025-01-01 02:00:00+00:00,2025-01-01 03:00:00+00:00,26.56,39.52,53.31,1021.95,57.77,-2.06,12.52,246.09
5,80731,50.09422,19.905241,224.07,2025-01-01 03:00:00+00:00,2025-01-01 04:00:00+00:00,24.39,36.4,48.49,1021.64,57.01,-1.82,14.43,248.74
6,80731,50.09422,19.905241,224.07,2025-01-01 04:00:00+00:00,2025-01-01 05:00:00+00:00,24.14,36.06,48.24,1021.3,56.51,-1.59,16.11,248.98
7,80731,50.09422,19.905241,224.07,2025-01-01 05:00:00+00:00,2025-01-01 06:00:00+00:00,22.94,34.25,45.39,1021.1,56.51,-1.64,16.19,247.0
8,80731,50.09422,19.905241,224.07,2025-01-01 06:00:00+00:00,2025-01-01 07:00:00+00:00,22.56,33.43,44.22,1020.97,56.26,-1.49,15.94,247.0
9,80731,50.09422,19.905241,224.07,2025-01-01 07:00:00+00:00,2025-01-01 08:00:00+00:00,20.92,30.95,40.72,1020.7,55.53,-0.79,15.25,247.59
10,80731,50.09422,19.905241,224.07,2025-01-01 08:00:00+00:00,2025-01-01 09:00:00+00:00,18.13,26.4,34.19,1020.67,53.6,1.16,13.92,250.42
11,80731,50.09422,19.905241,224.07,2025-01-01 09:00:00+00:00,2025-01-01 10:00:00+00:00,14.57,20.72,25.49,1020.62,49.49,3.15,15.31,253.54
12,80731,50.09422,19.905241,224.07,2025-01-01 10:00:00+00:00,2025-01-01 11:00:00+00:00,14.14,20.26,24.47,1019.85,45.31,4.2,17.23,254.22
13,80731,50.09422,19.905241,224.07,2025-01-01 11:00:00+00:00,2025-01-01 12:00:00+00:00,12.56,17.7,21.08,1018.98,41.34,6.3,20.6,250.09
14,80731,50.09422,19.905241,224.07,2025-01-01 12:00:00+00:00,2025-01-01 13:00:00+00:00,12.13,16.98,20.29,1018.27,40.04,6.25,22.55,246.0
